"Time","Date","Min.Delay","Hour"
15H 18M 0S,2023-11-30,14,15
15H 20M 0S,2023-11-30,8,15
15H 21M 0S,2023-11-30,10,15
15H 28M 0S,2023-11-30,15,15
15H 34M 0S,2023-11-30,7,15
15H 40M 0S,2023-11-30,15,15
15H 42M 0S,2023-11-30,15,15
15H 52M 0S,2023-11-30,10,15
16H 0M 0S,2023-11-30,18,16
16H 4M 0S,2023-11-30,14,16
16H 5M 0S,2023-11-30,30,16
16H 9M 0S,2023-11-30,10,16
16H 23M 0S,2023-11-30,8,16
16H 31M 0S,2023-11-30,9,16
16H 35M 0S,2023-11-30,10,16
16H 35M 0S,2023-11-30,13,16
16H 44M 0S,2023-11-30,9,16
16H 52M 0S,2023-11-30,13,16
16H 57M 0S,2023-11-30,30,16
17H 1M 0S,2023-11-30,10,17
17H 2M 0S,2023-11-30,21,17
17H 4M 0S,2023-11-30,10,17
17H 13M 0S,2023-11-30,10,17
17H 14M 0S,2023-11-30,10,17
17H 23M 0S,2023-11-30,15,17
17H 28M 0S,2023-11-30,15,17
17H 28M 0S,2023-11-30,15,17
17H 30M 0S,2023-11-30,12,17
17H 31M 0S,2023-11-30,8,17
17H 37M 0S,2023-11-30,10,17
17H 37M 0S,2023-11-30,15,17
17H 42M 0S,2023-11-30,10,17
17H 49M 0S,2023-11-30,15,17
17H 54M 0S,2023-11-30,10,17
17H 55M 0S,2023-11-30,10,17
17H 59M 0S,2023-11-30,20,17
18H 5M 0S,2023-11-30,10,18
18H 7M 0S,2023-11-30,21,18
18H 24M 0S,2023-11-30,8,18
18H 26M 0S,2023-11-30,18,18
18H 28M 0S,2023-11-30,12,18
18H 29M 0S,2023-11-30,7,18
18H 36M 0S,2023-11-30,12,18
18H 38M 0S,2023-11-30,7,18
18H 39M 0S,2023-11-30,5,18
18H 40M 0S,2023-11-30,16,18
18H 45M 0S,2023-11-30,10,18
18H 45M 0S,2023-11-30,9,18
18H 47M 0S,2023-11-30,10,18
18H 50M 0S,2023-11-30,10,18
19H 1M 0S,2023-11-30,10,19
19H 4M 0S,2023-11-30,10,19
19H 4M 0S,2023-11-30,6,19
19H 7M 0S,2023-11-30,25,19
19H 24M 0S,2023-11-30,30,19
19H 27M 0S,2023-11-30,20,19
19H 34M 0S,2023-11-30,11,19
20H 0M 0S,2023-11-30,10,20
20H 3M 0S,2023-11-30,10,20
20H 22M 0S,2023-11-30,10,20
20H 24M 0S,2023-11-30,23,20
20H 34M 0S,2023-11-30,12,20
20H 38M 0S,2023-11-30,8,20
21H 3M 0S,2023-11-30,10,21
21H 21M 0S,2023-11-30,10,21
21H 25M 0S,2023-11-30,254,21
21H 35M 0S,2023-11-30,26,21
21H 39M 0S,2023-11-30,15,21
21H 52M 0S,2023-11-30,10,21
22H 35M 0S,2023-11-30,10,22
23H 4M 0S,2023-11-30,10,23
23H 6M 0S,2023-11-30,13,23
23H 21M 0S,2023-11-30,42,23
23H 28M 0S,2023-11-30,40,23
23H 41M 0S,2023-11-30,20,23
23H 53M 0S,2023-11-30,10,23
1M 0S,2023-11-30,10,0
25M 0S,2023-11-30,24,0
44M 0S,2023-11-30,10,0
48M 0S,2023-11-30,11,0
1H 47M 0S,2023-11-30,10,1
2H 34M 0S,2023-12-01,20,2
2H 35M 0S,2023-12-01,30,2
2H 37M 0S,2023-12-01,12,2
2H 53M 0S,2023-12-01,678,2
2H 54M 0S,2023-12-01,10,2
4H 36M 0S,2023-12-01,15,4
4H 36M 0S,2023-12-01,15,4
4H 42M 0S,2023-12-01,7,4
4H 49M 0S,2023-12-01,30,4
5H 4M 0S,2023-12-01,20,5
5H 38M 0S,2023-12-01,8,5
5H 47M 0S,2023-12-01,15,5
6H 9M 0S,2023-12-01,8,6
6H 15M 0S,2023-12-01,31,6
6H 30M 0S,2023-12-01,13,6
6H 33M 0S,2023-12-01,19,6
6H 39M 0S,2023-12-01,8,6
6H 58M 0S,2023-12-01,12,6
7H 6M 0S,2023-12-01,8,7
7H 15M 0S,2023-12-01,11,7
8H 5M 0S,2023-12-01,9,8
8H 13M 0S,2023-12-01,6,8
8H 38M 0S,2023-12-01,8,8
8H 49M 0S,2023-12-01,6,8
8H 51M 0S,2023-12-01,8,8
9H 17M 0S,2023-12-01,20,9
9H 19M 0S,2023-12-01,10,9
9H 25M 0S,2023-12-01,30,9
9H 30M 0S,2023-12-01,10,9
9H 30M 0S,2023-12-01,10,9
9H 34M 0S,2023-12-01,15,9
9H 48M 0S,2023-12-01,20,9
9H 59M 0S,2023-12-01,9,9
10H 0M 0S,2023-12-01,80,10
10H 2M 0S,2023-12-01,10,10
10H 3M 0S,2023-12-01,15,10
10H 7M 0S,2023-12-01,16,10
10H 17M 0S,2023-12-01,8,10
10H 20M 0S,2023-12-01,12,10
10H 21M 0S,2023-12-01,20,10
10H 25M 0S,2023-12-01,15,10
10H 35M 0S,2023-12-01,10,10
10H 40M 0S,2023-12-01,30,10
10H 44M 0S,2023-12-01,11,10
10H 57M 0S,2023-12-01,22,10
11H 0M 0S,2023-12-01,15,11
11H 3M 0S,2023-12-01,14,11
11H 16M 0S,2023-12-01,12,11
11H 27M 0S,2023-12-01,8,11
11H 49M 0S,2023-12-01,15,11
11H 59M 0S,2023-12-01,10,11
12H 1M 0S,2023-12-01,17,12
12H 3M 0S,2023-12-01,13,12
12H 11M 0S,2023-12-01,8,12
12H 25M 0S,2023-12-01,16,12
12H 39M 0S,2023-12-01,15,12
12H 41M 0S,2023-12-01,15,12
12H 44M 0S,2023-12-01,25,12
12H 45M 0S,2023-12-01,29,12
12H 50M 0S,2023-12-01,14,12
12H 52M 0S,2023-12-01,9,12
12H 55M 0S,2023-12-01,20,12
12H 57M 0S,2023-12-01,12,12
13H 0M 0S,2023-12-01,8,13
13H 6M 0S,2023-12-01,16,13
13H 10M 0S,2023-12-01,8,13
13H 10M 0S,2023-12-01,10,13
13H 11M 0S,2023-12-01,9,13
13H 14M 0S,2023-12-01,50,13
13H 15M 0S,2023-12-01,8,13
13H 20M 0S,2023-12-01,10,13
13H 25M 0S,2023-12-01,20,13
13H 25M 0S,2023-12-01,6,13
13H 31M 0S,2023-12-01,10,13
13H 40M 0S,2023-12-01,6,13
13H 41M 0S,2023-12-01,13,13
13H 43M 0S,2023-12-01,10,13
13H 55M 0S,2023-12-01,10,13
14H 1M 0S,2023-12-01,3,14
14H 2M 0S,2023-12-01,7,14
14H 10M 0S,2023-12-01,30,14
14H 13M 0S,2023-12-01,7,14
14H 19M 0S,2023-12-01,11,14
14H 28M 0S,2023-12-01,25,14
14H 30M 0S,2023-12-01,10,14
14H 36M 0S,2023-12-01,12,14
14H 38M 0S,2023-12-01,18,14
14H 43M 0S,2023-12-01,11,14
14H 55M 0S,2023-12-01,8,14
14H 56M 0S,2023-12-01,12,14
14H 56M 0S,2023-12-01,12,14
15H 1M 0S,2023-12-01,12,15
15H 9M 0S,2023-12-01,20,15
15H 10M 0S,2023-12-01,8,15
15H 10M 0S,2023-12-01,10,15
15H 14M 0S,2023-12-01,2,15
15H 15M 0S,2023-12-01,12,15
15H 17M 0S,2023-12-01,10,15
15H 17M 0S,2023-12-01,14,15
15H 23M 0S,2023-12-01,50,15
15H 23M 0S,2023-12-01,12,15
15H 24M 0S,2023-12-01,30,15
15H 24M 0S,2023-12-01,20,15
15H 26M 0S,2023-12-01,14,15
15H 28M 0S,2023-12-01,8,15
15H 30M 0S,2023-12-01,15,15
15H 34M 0S,2023-12-01,10,15
15H 35M 0S,2023-12-01,18,15
15H 37M 0S,2023-12-01,15,15
15H 38M 0S,2023-12-01,20,15
15H 38M 0S,2023-12-01,8,15
15H 38M 0S,2023-12-01,14,15
15H 46M 0S,2023-12-01,8,15
15H 50M 0S,2023-12-01,15,15
15H 52M 0S,2023-12-01,30,15
15H 55M 0S,2023-12-01,11,15
15H 57M 0S,2023-12-01,10,15
15H 57M 0S,2023-12-01,13,15
16H 3M 0S,2023-12-01,18,16
16H 10M 0S,2023-12-01,15,16
16H 15M 0S,2023-12-01,11,16
16H 17M 0S,2023-12-01,6,16
16H 19M 0S,2023-12-01,13,16
16H 27M 0S,2023-12-01,10,16
16H 27M 0S,2023-12-01,12,16
16H 36M 0S,2023-12-01,11,16
16H 43M 0S,2023-12-01,12,16
16H 45M 0S,2023-12-01,8,16
16H 47M 0S,2023-12-01,25,16
16H 50M 0S,2023-12-01,6,16
16H 59M 0S,2023-12-01,21,16
17H 0M 0S,2023-12-01,12,17
17H 0M 0S,2023-12-01,48,17
17H 5M 0S,2023-12-01,20,17
17H 8M 0S,2023-12-01,40,17
17H 11M 0S,2023-12-01,11,17
17H 14M 0S,2023-12-01,15,17
17H 14M 0S,2023-12-01,15,17
17H 18M 0S,2023-12-01,15,17
17H 20M 0S,2023-12-01,20,17
17H 21M 0S,2023-12-01,9,17
17H 23M 0S,2023-12-01,7,17
17H 35M 0S,2023-12-01,10,17
17H 40M 0S,2023-12-01,8,17
17H 56M 0S,2023-12-01,10,17
18H 0M 0S,2023-12-01,20,18
18H 5M 0S,2023-12-01,15,18
18H 16M 0S,2023-12-01,10,18
18H 16M 0S,2023-12-01,11,18
18H 28M 0S,2023-12-01,14,18
18H 30M 0S,2023-12-01,5,18
18H 47M 0S,2023-12-01,15,18
18H 52M 0S,2023-12-01,22,18
19H 7M 0S,2023-12-01,28,19
19H 12M 0S,2023-12-01,16,19
19H 15M 0S,2023-12-01,10,19
19H 17M 0S,2023-12-01,7,19
19H 22M 0S,2023-12-01,15,19
19H 23M 0S,2023-12-01,10,19
19H 30M 0S,2023-12-01,20,19
19H 49M 0S,2023-12-01,10,19
20H 3M 0S,2023-12-01,16,20
20H 5M 0S,2023-12-01,20,20
20H 9M 0S,2023-12-01,15,20
20H 11M 0S,2023-12-01,20,20
20H 14M 0S,2023-12-01,6,20
20H 15M 0S,2023-12-01,17,20
20H 17M 0S,2023-12-01,20,20
20H 19M 0S,2023-12-01,15,20
20H 22M 0S,2023-12-01,15,20
21H 16M 0S,2023-12-01,30,21
21H 19M 0S,2023-12-01,18,21
21H 23M 0S,2023-12-01,30,21
21H 25M 0S,2023-12-01,15,21
21H 36M 0S,2023-12-01,15,21
21H 55M 0S,2023-12-01,10,21
22H 7M 0S,2023-12-01,10,22
22H 8M 0S,2023-12-01,20,22
22H 10M 0S,2023-12-01,10,22
22H 30M 0S,2023-12-01,10,22
22H 38M 0S,2023-12-01,20,22
22H 41M 0S,2023-12-01,15,22
22H 53M 0S,2023-12-01,16,22
23H 5M 0S,2023-12-01,38,23
23H 8M 0S,2023-12-01,115,23
23H 37M 0S,2023-12-01,46,23
23H 37M 0S,2023-12-01,46,23
23H 40M 0S,2023-12-01,46,23
23H 55M 0S,2023-12-01,35,23
1H 4M 0S,2023-12-01,22,1
2H 35M 0S,2023-12-02,20,2
2H 40M 0S,2023-12-02,30,2
2H 50M 0S,2023-12-02,1,2
3H 22M 0S,2023-12-02,20,3
3H 34M 0S,2023-12-02,10,3
3H 50M 0S,2023-12-02,15,3
4H 18M 0S,2023-12-02,30,4
4H 22M 0S,2023-12-02,10,4
5H 0M 0S,2023-12-02,30,5
5H 31M 0S,2023-12-02,20,5
5H 32M 0S,2023-12-02,10,5
5H 36M 0S,2023-12-02,12,5
5H 57M 0S,2023-12-02,28,5
6H 0M 0S,2023-12-02,30,6
6H 7M 0S,2023-12-02,30,6
6H 14M 0S,2023-12-02,10,6
6H 15M 0S,2023-12-02,24,6
6H 22M 0S,2023-12-02,10,6
7H 15M 0S,2023-12-02,20,7
7H 23M 0S,2023-12-02,600,7
7H 25M 0S,2023-12-02,15,7
7H 35M 0S,2023-12-02,14,7
8H 8M 0S,2023-12-02,15,8
8H 9M 0S,2023-12-02,13,8
8H 18M 0S,2023-12-02,18,8
8H 46M 0S,2023-12-02,7,8
8H 49M 0S,2023-12-02,10,8
8H 53M 0S,2023-12-02,13,8
9H 28M 0S,2023-12-02,22,9
9H 28M 0S,2023-12-02,9,9
9H 31M 0S,2023-12-02,10,9
9H 31M 0S,2023-12-02,12,9
9H 40M 0S,2023-12-02,9,9
9H 41M 0S,2023-12-02,8,9
9H 45M 0S,2023-12-02,8,9
9H 50M 0S,2023-12-02,35,9
9H 52M 0S,2023-12-02,20,9
9H 56M 0S,2023-12-02,13,9
9H 58M 0S,2023-12-02,8,9
10H 2M 0S,2023-12-02,19,10
10H 3M 0S,2023-12-02,12,10
10H 8M 0S,2023-12-02,9,10
10H 14M 0S,2023-12-02,19,10
10H 15M 0S,2023-12-02,10,10
10H 22M 0S,2023-12-02,25,10
10H 41M 0S,2023-12-02,9,10
10H 52M 0S,2023-12-02,20,10
11H 14M 0S,2023-12-02,20,11
11H 16M 0S,2023-12-02,17,11
11H 24M 0S,2023-12-02,30,11
11H 37M 0S,2023-12-02,14,11
11H 53M 0S,2023-12-02,18,11
11H 58M 0S,2023-12-02,10,11
12H 3M 0S,2023-12-02,24,12
12H 5M 0S,2023-12-02,9,12
12H 7M 0S,2023-12-02,9,12
12H 7M 0S,2023-12-02,14,12
12H 9M 0S,2023-12-02,10,12
12H 27M 0S,2023-12-02,24,12
12H 34M 0S,2023-12-02,14,12
12H 36M 0S,2023-12-02,18,12
12H 37M 0S,2023-12-02,17,12
12H 43M 0S,2023-12-02,7,12
12H 44M 0S,2023-12-02,20,12
12H 46M 0S,2023-12-02,17,12
12H 47M 0S,2023-12-02,13,12
13H 3M 0S,2023-12-02,20,13
13H 6M 0S,2023-12-02,10,13
13H 25M 0S,2023-12-02,6,13
13H 25M 0S,2023-12-02,12,13
13H 25M 0S,2023-12-02,14,13
13H 28M 0S,2023-12-02,14,13
13H 39M 0S,2023-12-02,20,13
13H 45M 0S,2023-12-02,11,13
13H 51M 0S,2023-12-02,12,13
13H 59M 0S,2023-12-02,20,13
14H 1M 0S,2023-12-02,17,14
14H 8M 0S,2023-12-02,9,14
14H 28M 0S,2023-12-02,9,14
14H 29M 0S,2023-12-02,20,14
14H 37M 0S,2023-12-02,30,14
14H 39M 0S,2023-12-02,6,14
14H 40M 0S,2023-12-02,8,14
14H 45M 0S,2023-12-02,8,14
14H 48M 0S,2023-12-02,18,14
14H 48M 0S,2023-12-02,10,14
14H 53M 0S,2023-12-02,10,14
14H 55M 0S,2023-12-02,15,14
14H 59M 0S,2023-12-02,9,14
15H 0M 0S,2023-12-02,9,15
15H 3M 0S,2023-12-02,18,15
15H 7M 0S,2023-12-02,16,15
15H 12M 0S,2023-12-02,8,15
15H 13M 0S,2023-12-02,9,15
15H 23M 0S,2023-12-02,12,15
15H 24M 0S,2023-12-02,8,15
15H 29M 0S,2023-12-02,8,15
15H 31M 0S,2023-12-02,91,15
15H 36M 0S,2023-12-02,6,15
15H 40M 0S,2023-12-02,10,15
15H 41M 0S,2023-12-02,8,15
15H 48M 0S,2023-12-02,75,15
16H 2M 0S,2023-12-02,8,16
16H 10M 0S,2023-12-02,20,16
16H 14M 0S,2023-12-02,8,16
16H 22M 0S,2023-12-02,10,16
16H 23M 0S,2023-12-02,61,16
16H 38M 0S,2023-12-02,20,16
16H 44M 0S,2023-12-02,17,16
16H 46M 0S,2023-12-02,9,16
17H 0M 0S,2023-12-02,9,17
17H 4M 0S,2023-12-02,7,17
17H 22M 0S,2023-12-02,15,17
17H 26M 0S,2023-12-02,10,17
17H 26M 0S,2023-12-02,11,17
17H 32M 0S,2023-12-02,17,17
17H 49M 0S,2023-12-02,21,17
17H 53M 0S,2023-12-02,12,17
17H 54M 0S,2023-12-02,4,17
17H 56M 0S,2023-12-02,10,17
17H 57M 0S,2023-12-02,10,17
17H 59M 0S,2023-12-02,29,17
18H 11M 0S,2023-12-02,12,18
18H 15M 0S,2023-12-02,17,18
18H 25M 0S,2023-12-02,9,18
18H 27M 0S,2023-12-02,10,18
18H 45M 0S,2023-12-02,10,18
18H 47M 0S,2023-12-02,8,18
18H 49M 0S,2023-12-02,8,18
18H 54M 0S,2023-12-02,8,18
18H 59M 0S,2023-12-02,22,18
19H 0M 0S,2023-12-02,24,19
19H 5M 0S,2023-12-02,20,19
19H 6M 0S,2023-12-02,12,19
19H 14M 0S,2023-12-02,8,19
19H 16M 0S,2023-12-02,10,19
19H 17M 0S,2023-12-02,10,19
19H 20M 0S,2023-12-02,17,19
20H 4M 0S,2023-12-02,220,20
20H 26M 0S,2023-12-02,8,20
20H 41M 0S,2023-12-02,30,20
20H 50M 0S,2023-12-02,9,20
20H 56M 0S,2023-12-02,14,20
21H 4M 0S,2023-12-02,10,21
21H 12M 0S,2023-12-02,10,21
21H 16M 0S,2023-12-02,7,21
21H 18M 0S,2023-12-02,40,21
21H 37M 0S,2023-12-02,10,21
21H 42M 0S,2023-12-02,42,21
21H 45M 0S,2023-12-02,10,21
21H 53M 0S,2023-12-02,46,21
21H 55M 0S,2023-12-02,10,21
21H 55M 0S,2023-12-02,40,21
21H 56M 0S,2023-12-02,46,21
22H 2M 0S,2023-12-02,10,22
22H 35M 0S,2023-12-02,10,22
22H 37M 0S,2023-12-02,16,22
22H 59M 0S,2023-12-02,22,22
23H 6M 0S,2023-12-02,10,23
23H 11M 0S,2023-12-02,9,23
23H 16M 0S,2023-12-02,15,23
23H 32M 0S,2023-12-02,22,23
23H 33M 0S,2023-12-02,26,23
23H 37M 0S,2023-12-02,20,23
23H 41M 0S,2023-12-02,9,23
23H 44M 0S,2023-12-02,10,23
30M 0S,2023-12-02,15,0
1H 45M 0S,2023-12-02,20,1
2H 48M 0S,2023-12-03,15,2
3H 6M 0S,2023-12-03,7,3
3H 6M 0S,2023-12-03,30,3
3H 15M 0S,2023-12-03,10,3
3H 26M 0S,2023-12-03,30,3
4H 56M 0S,2023-12-03,30,4
5H 6M 0S,2023-12-03,1,5
5H 54M 0S,2023-12-03,10,5
6H 2M 0S,2023-12-03,17,6
6H 17M 0S,2023-12-03,30,6
6H 23M 0S,2023-12-03,4,6
6H 52M 0S,2023-12-03,10,6
7H 6M 0S,2023-12-03,28,7
7H 21M 0S,2023-12-03,476,7
7H 49M 0S,2023-12-03,8,7
8H 29M 0S,2023-12-03,22,8
8H 39M 0S,2023-12-03,9,8
8H 39M 0S,2023-12-03,10,8
8H 49M 0S,2023-12-03,10,8
9H 3M 0S,2023-12-03,10,9
9H 13M 0S,2023-12-03,20,9
9H 21M 0S,2023-12-03,20,9
9H 22M 0S,2023-12-03,9,9
9H 23M 0S,2023-12-03,15,9
9H 26M 0S,2023-12-03,10,9
9H 55M 0S,2023-12-03,10,9
10H 0M 0S,2023-12-03,8,10
10H 9M 0S,2023-12-03,10,10
10H 10M 0S,2023-12-03,10,10
10H 43M 0S,2023-12-03,9,10
10H 44M 0S,2023-12-03,15,10
10H 54M 0S,2023-12-03,10,10
11H 12M 0S,2023-12-03,12,11
11H 16M 0S,2023-12-03,30,11
11H 31M 0S,2023-12-03,8,11
11H 35M 0S,2023-12-03,16,11
11H 43M 0S,2023-12-03,10,11
11H 45M 0S,2023-12-03,12,11
11H 54M 0S,2023-12-03,20,11
11H 57M 0S,2023-12-03,26,11
12H 1M 0S,2023-12-03,20,12
12H 14M 0S,2023-12-03,25,12
12H 30M 0S,2023-12-03,12,12
12H 31M 0S,2023-12-03,10,12
12H 44M 0S,2023-12-03,10,12
13H 0M 0S,2023-12-03,30,13
13H 8M 0S,2023-12-03,6,13
13H 9M 0S,2023-12-03,10,13
13H 16M 0S,2023-12-03,8,13
13H 25M 0S,2023-12-03,6,13
13H 28M 0S,2023-12-03,8,13
13H 30M 0S,2023-12-03,6,13
13H 35M 0S,2023-12-03,7,13
14H 2M 0S,2023-12-03,1,14
14H 7M 0S,2023-12-03,12,14
14H 23M 0S,2023-12-03,20,14
14H 23M 0S,2023-12-03,20,14
14H 24M 0S,2023-12-03,16,14
14H 25M 0S,2023-12-03,8,14
14H 30M 0S,2023-12-03,30,14
15H 4M 0S,2023-12-03,10,15
15H 5M 0S,2023-12-03,10,15
15H 22M 0S,2023-12-03,16,15
15H 43M 0S,2023-12-03,8,15
15H 48M 0S,2023-12-03,14,15
16H 4M 0S,2023-12-03,16,16
16H 39M 0S,2023-12-03,10,16
16H 39M 0S,2023-12-03,10,16
16H 44M 0S,2023-12-03,12,16
17H 7M 0S,2023-12-03,6,17
17H 9M 0S,2023-12-03,7,17
17H 10M 0S,2023-12-03,30,17
17H 24M 0S,2023-12-03,20,17
17H 29M 0S,2023-12-03,10,17
17H 32M 0S,2023-12-03,10,17
17H 36M 0S,2023-12-03,7,17
17H 39M 0S,2023-12-03,16,17
18H 7M 0S,2023-12-03,8,18
18H 9M 0S,2023-12-03,30,18
18H 30M 0S,2023-12-03,22,18
18H 34M 0S,2023-12-03,7,18
18H 35M 0S,2023-12-03,16,18
18H 40M 0S,2023-12-03,10,18
18H 58M 0S,2023-12-03,100,18
19H 5M 0S,2023-12-03,12,19
19H 34M 0S,2023-12-03,10,19
19H 40M 0S,2023-12-03,12,19
19H 42M 0S,2023-12-03,18,19
19H 47M 0S,2023-12-03,9,19
20H 4M 0S,2023-12-03,30,20
20H 13M 0S,2023-12-03,10,20
20H 17M 0S,2023-12-03,10,20
20H 22M 0S,2023-12-03,12,20
20H 23M 0S,2023-12-03,25,20
20H 29M 0S,2023-12-03,9,20
20H 39M 0S,2023-12-03,20,20
20H 48M 0S,2023-12-03,12,20
20H 53M 0S,2023-12-03,10,20
20H 53M 0S,2023-12-03,10,20
20H 54M 0S,2023-12-03,280,20
21H 21M 0S,2023-12-03,1,21
21H 29M 0S,2023-12-03,1,21
21H 35M 0S,2023-12-03,20,21
21H 44M 0S,2023-12-03,14,21
21H 54M 0S,2023-12-03,60,21
22H 5M 0S,2023-12-03,20,22
22H 19M 0S,2023-12-03,16,22
22H 55M 0S,2023-12-03,25,22
22H 59M 0S,2023-12-03,17,22
23H 4M 0S,2023-12-03,10,23
23H 40M 0S,2023-12-03,11,23
34M 0S,2023-12-03,10,0
55M 0S,2023-12-03,10,0
1H 12M 0S,2023-12-03,13,1
1H 23M 0S,2023-12-03,15,1
1H 25M 0S,2023-12-03,5,1
1H 52M 0S,2023-12-03,10,1
2H 29M 0S,2023-12-04,30,2
3H 6M 0S,2023-12-04,30,3
3H 8M 0S,2023-12-04,30,3
3H 15M 0S,2023-12-04,30,3
3H 43M 0S,2023-12-04,30,3
4H 37M 0S,2023-12-04,5,4
4H 53M 0S,2023-12-04,20,4
5H 7M 0S,2023-12-04,10,5
5H 24M 0S,2023-12-04,9,5
5H 35M 0S,2023-12-04,7,5
5H 36M 0S,2023-12-04,10,5
5H 37M 0S,2023-12-04,12,5
5H 52M 0S,2023-12-04,6,5
5H 56M 0S,2023-12-04,8,5
6H 11M 0S,2023-12-04,8,6
6H 23M 0S,2023-12-04,14,6
6H 26M 0S,2023-12-04,6,6
6H 28M 0S,2023-12-04,9,6
6H 38M 0S,2023-12-04,20,6
6H 46M 0S,2023-12-04,8,6
6H 47M 0S,2023-12-04,10,6
6H 47M 0S,2023-12-04,9,6
7H 5M 0S,2023-12-04,6,7
7H 45M 0S,2023-12-04,7,7
8H 6M 0S,2023-12-04,9,8
8H 25M 0S,2023-12-04,10,8
8H 35M 0S,2023-12-04,12,8
8H 35M 0S,2023-12-04,12,8
8H 40M 0S,2023-12-04,7,8
8H 55M 0S,2023-12-04,25,8
8H 58M 0S,2023-12-04,10,8
9H 5M 0S,2023-12-04,12,9
9H 34M 0S,2023-12-04,16,9
9H 40M 0S,2023-12-04,17,9
9H 42M 0S,2023-12-04,55,9
9H 45M 0S,2023-12-04,21,9
10H 0M 0S,2023-12-04,20,10
10H 1M 0S,2023-12-04,30,10
10H 26M 0S,2023-12-04,10,10
10H 40M 0S,2023-12-04,15,10
10H 57M 0S,2023-12-04,6,10
10H 59M 0S,2023-12-04,10,10
11H 3M 0S,2023-12-04,10,11
11H 6M 0S,2023-12-04,10,11
11H 9M 0S,2023-12-04,31,11
11H 10M 0S,2023-12-04,23,11
11H 12M 0S,2023-12-04,31,11
11H 14M 0S,2023-12-04,10,11
11H 30M 0S,2023-12-04,10,11
11H 43M 0S,2023-12-04,22,11
11H 59M 0S,2023-12-04,40,11
12H 1M 0S,2023-12-04,8,12
12H 14M 0S,2023-12-04,10,12
12H 25M 0S,2023-12-04,60,12
13H 12M 0S,2023-12-04,9,13
13H 13M 0S,2023-12-04,10,13
13H 17M 0S,2023-12-04,30,13
13H 18M 0S,2023-12-04,30,13
13H 29M 0S,2023-12-04,15,13
13H 36M 0S,2023-12-04,27,13
13H 37M 0S,2023-12-04,10,13
13H 42M 0S,2023-12-04,12,13
13H 45M 0S,2023-12-04,5,13
13H 47M 0S,2023-12-04,16,13
13H 52M 0S,2023-12-04,10,13
13H 54M 0S,2023-12-04,30,13
13H 55M 0S,2023-12-04,15,13
13H 58M 0S,2023-12-04,10,13
14H 0M 0S,2023-12-04,20,14
14H 9M 0S,2023-12-04,10,14
14H 11M 0S,2023-12-04,15,14
14H 18M 0S,2023-12-04,10,14
14H 28M 0S,2023-12-04,18,14
14H 30M 0S,2023-12-04,5,14
14H 35M 0S,2023-12-04,12,14
14H 39M 0S,2023-12-04,10,14
14H 40M 0S,2023-12-04,31,14
14H 44M 0S,2023-12-04,24,14
14H 46M 0S,2023-12-04,21,14
14H 47M 0S,2023-12-04,18,14
14H 50M 0S,2023-12-04,25,14
15H 1M 0S,2023-12-04,24,15
15H 2M 0S,2023-12-04,82,15
15H 6M 0S,2023-12-04,3,15
15H 6M 0S,2023-12-04,8,15
15H 8M 0S,2023-12-04,39,15
15H 9M 0S,2023-12-04,12,15
15H 10M 0S,2023-12-04,37,15
15H 11M 0S,2023-12-04,28,15
15H 13M 0S,2023-12-04,6,15
15H 16M 0S,2023-12-04,10,15
15H 26M 0S,2023-12-04,27,15
15H 33M 0S,2023-12-04,12,15
15H 35M 0S,2023-12-04,16,15
15H 35M 0S,2023-12-04,10,15
15H 35M 0S,2023-12-04,10,15
15H 35M 0S,2023-12-04,14,15
15H 36M 0S,2023-12-04,14,15
15H 55M 0S,2023-12-04,10,15
15H 56M 0S,2023-12-04,15,15
15H 59M 0S,2023-12-04,10,15
16H 0M 0S,2023-12-04,30,16
16H 2M 0S,2023-12-04,10,16
16H 14M 0S,2023-12-04,6,16
16H 18M 0S,2023-12-04,10,16
16H 19M 0S,2023-12-04,10,16
16H 30M 0S,2023-12-04,9,16
16H 30M 0S,2023-12-04,6,16
16H 35M 0S,2023-12-04,10,16
16H 35M 0S,2023-12-04,6,16
16H 44M 0S,2023-12-04,10,16
16H 47M 0S,2023-12-04,15,16
16H 51M 0S,2023-12-04,10,16
16H 53M 0S,2023-12-04,20,16
16H 55M 0S,2023-12-04,25,16
16H 57M 0S,2023-12-04,18,16
17H 7M 0S,2023-12-04,10,17
17H 10M 0S,2023-12-04,10,17
17H 16M 0S,2023-12-04,8,17
17H 18M 0S,2023-12-04,11,17
17H 22M 0S,2023-12-04,7,17
17H 23M 0S,2023-12-04,16,17
17H 30M 0S,2023-12-04,10,17
17H 34M 0S,2023-12-04,10,17
17H 36M 0S,2023-12-04,14,17
17H 37M 0S,2023-12-04,6,17
17H 50M 0S,2023-12-04,9,17
17H 50M 0S,2023-12-04,11,17
18H 11M 0S,2023-12-04,20,18
18H 17M 0S,2023-12-04,14,18
18H 25M 0S,2023-12-04,9,18
18H 32M 0S,2023-12-04,10,18
18H 33M 0S,2023-12-04,20,18
18H 34M 0S,2023-12-04,20,18
18H 45M 0S,2023-12-04,5,18
18H 46M 0S,2023-12-04,17,18
18H 49M 0S,2023-12-04,15,18
18H 54M 0S,2023-12-04,11,18
18H 56M 0S,2023-12-04,18,18
18H 58M 0S,2023-12-04,15,18
19H 5M 0S,2023-12-04,10,19
19H 9M 0S,2023-12-04,10,19
19H 17M 0S,2023-12-04,10,19
19H 19M 0S,2023-12-04,30,19
